id,label,account_age_days,followers_count,following_count,post_frequency_per_day,avg_word_count_per_post,avg_hashtags_per_post,avg_sentiment_score,reply_to_post_ratio,urls_per_post_ratio,bio_complexity_score
u2446787526914074720,0,1578,1907,1947,2.28,38,1,0.29,0.25,0.4,0.61
u3032066086778741133,1,2327,23453,5210,52.46,1,6,-0.4,0.71,0.79,0.63
u2788608641741165201,0,3483,6883,1506,2.31,26,4,0.65,1.01,0.43,0.66
u9783051709356705367,1,601,16479,4920,29.28,8,6,0.14,1.21,0.91,0.34
u6106506587122680317,1,1300,0,4721,92.18,36,6,1.49,0.63,0.66,0.49
u9075512772962861980,1,306,0,7432,60.05,6,5,2.88,1.19,0.9,0.24
u6644580086528319910,0,2329,2438,1722,3.95,8,0,-1.36,0.25,0.26,0.72
u3405195835492480322,0,2326,3907,912,6.41,22,1,0.49,0.63,0.41,0.54
u9359854696952315364,0,2834,0,2416,5.17,21,2,-0.54,0.83,0.4,0.69
u5125329397336128463,0,3275,2890,1835,0.0,26,1,1.14,0.3,0.18,0.5
u5755401515491058478,1,1702,18619,798,187.49,30,9,1.15,1.0,0.66,0.52
u5829529227652525807,0,1436,6676,402,7.23,7,1,-1.08,0.57,0.29,0.81
u9978826744528241110,1,79,31407,2778,227.48,30,3,-0.14,1.33,0.9,0.35
u7812699149843685312,0,2347,7082,0,8.43,22,0,-0.34,0.67,0.14,0.58
u5294221998309185047,1,288,215,7406,0.0,35,5,1.57,1.47,0.75,0.19
u2502680131652199918,0,3464,0,1945,5.57,19,0,0.73,0.51,0.37,0.27
u8390024983161608892,1,1351,22111,3288,148.21,6,0,-0.68,0.39,0.93,0.67
u7578996735282586712,1,971,16992,2874,277.82,38,3,0.01,0.73,0.74,0.74
u8577968632597549371,1,602,235,5660,102.68,0,0,-1.15,1.44,0.49,0.85
u8366027044246161491,1,725,139,995,123.1,10,2,-0.0,1.04,0.79,0.26
u3217014081740995826,0,2280,0,401,0.0,19,0,0.27,0.82,0.5,0.51
u9863572551117979402,1,106,9987,2296,166.61,43,0,-1.26,1.02,0.79,0.44
u1128184668756719095,1,1076,122,1432,7.59,2,2,1.21,0.44,0.73,0.82
u5526687319012181169,1,809,0,6035,34.61,10,5,-0.63,1.22,0.4,0.64
u7100949026644216988,0,2643,0,1109,6.38,14,0,0.48,0.85,0.19,0.06
u4941986354065071637,1,309,323,5528,26.93,51,9,1.55,0.98,0.61,0.27
u8027949230828807193,0,1297,4565,1277,13.88,27,0,-0.11,0.21,0.33,0.57
u3814755813485315544,1,1624,33,4556,111.86,27,1,0.54,1.38,0.73,0.41
u1196065126345431540,1,743,503,8777,101.95,55,0,1.45,1.14,0.84,0.34
u1748851494244589843,0,749,0,1305,0.0,16,0,1.11,0.9,0.02,0.86
u3569543228976305161,1,247,22420,5134,34.23,44,1,-0.79,0.94,0.79,0.19
u9486740311408183929,0,3183,1268,888,3.66,11,2,0.23,0.63,0.14,0.44
u4285179981427081109,0,3185,2319,1818,9.58,25,0,0.1,0.07,0.34,0.64
u2357899618421374685,0,2901,1804,50,7.0,29,0,1.59,0.32,0.28,0.45
u8840522370631534979,1,1233,24888,3177,118.1,45,2,-1.12,0.22,0.72,0.2
u1560476490693009139,0,1490,1299,1299,10.47,21,0,0.61,0.74,0.5,0.35
u6667294207039808110,0,4133,1650,0,7.06,1,0,0.34,0.75,0.4,0.95
u7215219988390852916,0,2730,4736,2723,5.3,4,3,0.66,0.47,0.13,0.79
u5364824871014507934,0,3201,4613,1460,9.55,2,0,0.03,0.38,0.12,1.03
u2493626276814954094,1,976,4306,5103,58.12,35,4,-0.4,1.03,0.82,0.62
u1351649346396622013,0,2196,1842,1566,8.76,23,2,0.88,0.44,0.17,0.84
u9386384142136460881,1,0,18221,6850,52.89,11,7,0.35,0.79,0.83,0.59
u3468310310670949426,0,3327,0,2008,4.71,9,1,0.44,0.31,0.13,0.84
u2414102230459514492,1,1606,22799,2654,278.88,10,3,-0.34,1.17,0.89,0.84
u4241092085515655159,0,2747,4024,0,12.06,20,0,0.55,0.32,0.32,0.48
u9184642917859533289,0,1486,2271,0,0.65,0,5,-0.3,0.53,0.13,1.19
u6973349526947053159,1,962,0,0,126.98,0,3,0.35,0.88,0.38,0.4
u5836826776194569159,0,3021,3205,1507,6.22,11,0,0.92,0.5,0.14,0.77
u9970878741423490709,0,2756,3830,1673,5.1,26,1,1.37,0.22,0.18,0.36
u7270992599272850141,1,1167,31311,7184,0.0,53,2,-0.79,0.68,0.58,0.39
u9311785889418986636,0,684,1972,687,6.75,9,1,-1.18,0.27,0.12,0.74
u3701075136820749966,0,219,5702,1654,3.07,0,3,0.29,0.63,0.16,0.0
u3735327920114586858,0,2048,149,229,7.57,4,3,0.72,0.0,0.18,0.18
u1388795328510569707,0,2048,1733,1238,11.57,24,1,-0.14,0.26,0.26,0.62
u8143432343624476745,1,7,19887,4526,92.92,32,0,0.05,1.95,0.76,0.05
u5780178004532523130,0,617,2446,342,6.34,28,0,-0.35,0.0,0.1,1.06
u2291144648933559086,1,1298,2893,2212,240.49,8,4,0.94,0.76,0.72,0.13
u2344411809597171577,0,3608,2525,1068,2.21,10,2,-0.91,0.67,0.39,0.93
u9187462095018248885,1,755,8191,1321,165.68,11,0,-0.93,0.98,0.46,0.26
u8302011242125964401,1,846,195,4754,122.58,4,3,0.46,1.65,0.34,0.42
u6837040102196638624,0,2514,1918,168,3.88,21,1,0.95,0.44,0.23,0.76
u5798126055045977390,1,194,326,2767,69.69,5,3,-1.78,0.74,0.79,0.24
u3253937262899149269,1,0,7502,10701,115.63,36,1,1.0,0.95,0.81,0.11
u7423674288126905297,0,1872,319,0,6.34,17,1,-0.32,0.33,0.28,0.39
u9695782279004592251,1,1039,80,5756,0.0,5,2,1.33,0.42,0.47,0.22
u6338541082157946041,1,699,12556,6980,70.39,9,3,-0.42,0.97,0.63,0.22
u7036987519404210357,0,2160,5179,644,5.91,22,1,-0.67,0.31,0.51,0.92
u6875353749382055956,0,2655,4403,1447,5.24,12,1,-0.13,0.51,0.37,0.27
u3509707050524249929,1,425,12384,5202,89.09,35,7,2.22,1.79,0.89,0.36
u5201013410213302819,0,2242,2754,2288,6.96,22,1,-0.66,0.32,0.27,0.81
u7422350095004965530,1,829,93,1031,199.87,35,4,0.93,0.9,0.76,0.26
u3385381882115918505,0,1880,7419,1204,6.11,17,2,0.28,0.02,0.25,0.49
u4928239417138086364,1,1696,92,2991,165.0,0,8,0.24,0.77,0.76,0.59
u9979390245007572413,0,2072,6365,0,10.96,11,1,-0.43,0.64,0.43,0.74
u3451613565046141704,1,30,45430,5742,44.06,1,7,0.9,0.7,0.67,0.75
u3915719030460635977,1,0,148,5316,131.52,31,7,0.46,0.8,0.58,0.34
u1799209222412643612,0,3167,234,1782,7.94,13,0,0.78,0.1,0.29,0.63
u5003770908423448878,0,2706,5358,662,0.27,17,1,0.72,0.57,0.13,0.98
u3689824504033525668,1,2345,9330,7449,20.89,10,7,0.39,0.59,0.59,0.22
u8730630362397422224,0,1005,164,299,0.0,22,1,0.44,0.47,0.26,0.49
u3465188511467190322,1,320,23860,163,68.95,4,2,-0.01,1.25,0.8,0.25
u8269207003281297650,1,722,0,2521,279.03,32,0,1.62,0.59,0.72,0.39
u1649896059861756637,1,1552,2472,4818,69.83,5,1,-0.39,1.9,0.77,0.65
u8277292969131656921,1,1792,14076,799,148.11,10,0,0.73,1.19,0.54,0.49
u7876970747774040093,0,2747,0,290,0.0,21,0,-0.09,0.15,0.22,0.28
u1513602527590350759,1,1387,11143,4242,84.08,6,7,-0.17,0.15,0.67,0.07
u8778363975721680015,0,2157,0,41,8.51,18,3,0.63,0.63,0.63,0.04
u1726108458422620047,0,2351,6150,0,5.55,21,0,1.55,0.33,0.53,0.3
u7568991448301198374,0,1091,2569,1243,0.99,31,2,0.93,1.07,0.65,0.45
u1039199319198171262,1,209,0,2065,125.77,7,3,-1.78,1.62,0.66,0.73
u1663966133242495361,1,0,253,2518,360.06,5,3,-2.05,2.09,0.85,0.18
u3868411756088666665,1,634,198,4977,161.55,5,0,-1.07,0.96,0.76,0.8
u8458983621804028187,0,2315,2406,505,6.74,22,2,-0.4,0.24,0.23,0.36
u9457921070247456444,1,1509,8309,2040,53.88,4,7,-0.25,0.78,0.9,0.3
u6110472000486124525,1,1125,4993,3780,166.42,12,12,1.09,0.71,0.39,0.37
u7506348089038496634,0,2149,4539,2245,1.03,26,3,1.31,0.47,0.12,1.02
u5395816438014437701,1,561,4117,7312,4.4,8,4,1.03,1.27,0.84,0.65
u2390143257783069192,0,1338,2773,1517,9.56,10,3,-0.41,0.14,0.2,0.41
u9552416582148195354,0,3008,1666,597,1.32,13,0,0.52,0.0,0.35,0.59
u5375760053315483183,1,531,1434,6596,148.45,46,6,0.33,1.19,0.84,0.37
u7685293779079169854,0,2177,3110,458,0.0,21,0,1.2,0.53,0.14,0.61
u9095036366131910597,0,2387,0,2503,3.1,8,0,-0.61,0.28,0.57,0.43
u2375087458798473139,1,608,39,4703,55.95,11,2,0.87,0.79,0.67,0.29
u9386974128603989074,1,57,15016,3945,0.0,3,8,1.37,0.49,0.58,0.65
u2109052775600900400,1,468,15841,3043,43.9,10,3,0.32,0.96,0.82,0.33
u8639630814272934015,0,1705,3194,1276,1.27,28,1,-0.23,0.87,0.28,0.6
u9338493395414951319,1,0,223,4287,131.44,5,3,-0.47,0.82,0.8,0.59
u9666347757613543051,0,1759,0,899,0.0,11,0,0.59,0.74,0.04,0.68
u3883251573740259453,1,1461,23973,7204,71.8,4,7,-0.05,1.04,0.53,0.32
u4168155477571337400,1,0,129,6041,187.64,28,2,1.13,1.3,0.78,0.42
u3980920982266669995,0,1868,1112,1815,6.5,9,1,0.98,0.99,0.58,0.95
u7405100791307347350,0,1173,3976,856,11.05,14,0,0.48,0.57,0.44,0.5
u4155705328478931720,0,2669,2563,1995,3.58,29,1,0.22,0.53,0.41,0.61
u8370518892211307203,0,3255,3441,233,2.98,5,3,-0.11,0.33,0.1,0.31
u5643337639224760159,1,2014,18250,353,45.68,30,3,0.94,1.07,0.85,0.42
u6673765991958731100,1,2707,64,5379,186.96,9,5,0.67,1.03,0.92,0.47
u2428896830862248314,1,1152,0,5640,0.0,42,4,1.57,1.13,0.67,0.08
u6009923793980417315,1,0,0,9135,98.7,5,11,-2.14,0.97,0.54,0.42
u8491002366535443478,0,3081,726,1837,0.0,19,6,0.26,0.85,0.34,0.34
u7944334554054475208,0,2122,1790,1552,3.37,16,0,1.05,0.12,0.28,0.54
u8826507341376150696,1,915,14334,2261,86.42,35,4,-0.6,1.11,0.41,0.44
u6572249338027490479,1,598,0,2176,148.37,35,5,0.44,1.2,0.99,0.57
u9157881566237039465,0,2320,1840,1028,0.0,23,0,1.11,0.31,0.21,0.64
u6021249255619966033,0,2173,186,1377,3.43,11,1,0.7,0.06,0.54,0.74
u3868932012350317908,0,1906,4605,1454,7.53,22,2,-0.54,1.01,0.18,0.5
u8088882948757557732,0,2932,2669,46,0.0,8,3,-0.23,0.45,0.1,0.74
u2304844543625247955,1,866,136,0,132.12,45,0,-0.32,0.68,0.7,0.43
u5829991984747500685,1,0,16994,3226,287.31,41,5,-1.12,0.35,0.78,0.33
u2527245961172043689,0,1929,1061,2331,3.67,10,0,0.38,0.18,0.3,0.11
u8130227683614255083,0,3247,4987,1491,2.94,0,2,0.12,1.21,0.46,0.29
u2029248472455201313,0,1705,500,707,1.64,19,1,0.36,0.47,0.22,0.41
u2557063215741951455,0,1079,5048,2012,1.19,22,1,0.79,0.84,0.41,0.6
u6594473411213718943,0,1433,2224,1326,7.67,27,1,1.6,0.3,0.26,0.52
u4639639833494132210,0,1170,1829,1346,3.25,19,5,0.24,0.19,0.05,0.94
u7402031508202093055,1,949,33638,6217,140.64,14,1,-0.75,0.46,0.85,0.11
u5397584250120179648,0,2674,527,1922,1.91,25,1,0.17,0.06,0.27,0.61
u1725191607239275709,1,508,10133,1740,115.84,9,5,0.75,0.96,0.56,0.33
u5016269559485318345,0,1520,4508,669,0.0,19,1,-0.97,1.19,0.08,0.16
u6997795799118345123,1,0,25,7352,127.14,11,2,-0.89,0.93,0.76,0.68
u4134301868875365339,1,0,109,6674,4.52,6,8,1.26,1.0,0.91,0.61
u1652317611040795352,0,231,2468,1400,10.09,7,3,1.0,0.34,0.44,0.02
u5873393849711591173,0,1268,909,850,11.65,26,0,0.16,0.56,0.38,0.85
u4058848990647202529,0,1782,7647,2095,0.0,9,2,0.58,0.67,0.4,0.62
u5641989977604324626,1,1302,17730,1401,72.85,36,1,1.79,0.68,0.48,0.1
u6702306440684399539,1,1030,0,7406,0.0,0,5,0.71,1.14,0.61,0.56
u6038140873500845754,1,685,44,4700,135.35,6,7,-2.05,1.65,0.26,0.4
u3621060096534013296,0,2121,555,0,1.55,11,3,0.61,0.09,0.16,0.71
u8639128221698389946,1,424,0,3038,0.0,9,2,0.5,0.93,0.74,0.63
u5105271757244470799,0,1605,3407,990,0.0,23,0,-0.34,0.56,0.47,0.76
u8422270873879905576,0,2394,2239,824,2.42,16,0,-0.27,0.8,0.25,0.68
u8844338741172107802,0,2252,1764,2544,0.0,12,0,-0.12,0.0,0.51,1.03
u8991795244871804547,0,1692,1806,1469,5.74,18,0,0.36,1.09,0.57,1.06
u8576939266752932342,1,315,111,5689,46.39,12,3,-0.62,0.23,0.92,0.52
u8372328291553313319,1,897,0,1889,98.76,8,2,-0.86,0.77,0.81,0.91
u9575816233638154546,0,1029,3824,1186,16.76,8,0,0.33,0.42,0.62,0.87
u3742823123284032768,0,3277,1061,1991,1.39,15,3,-0.0,1.05,0.04,0.66
u7469796084980686652,1,625,43,0,55.88,27,7,-1.03,0.91,0.89,0.27
u8944396340491290098,0,1992,2384,2346,17.26,15,0,-0.09,0.53,0.14,0.51
u6341348606489125249,1,1055,14283,0,170.47,11,5,0.06,0.98,0.54,0.39
u5835343734050508805,0,2423,444,0,2.45,27,0,0.6,0.07,0.2,0.47
u5492031434351980161,1,1388,72,5712,162.78,6,7,0.92,0.66,0.96,0.79
u8540222683059733372,1,0,6834,8571,215.57,45,1,0.28,1.61,0.63,0.43
u1609655168590717458,0,2056,6916,1101,6.06,6,2,-0.46,0.74,0.08,0.92
u3118221678004585892,0,2018,5182,397,3.31,16,6,0.3,0.5,0.29,0.05
u8035204066528680918,0,1541,5164,375,0.0,22,0,0.6,0.83,0.43,0.8
u2068830221046103205,1,0,16252,7104,0.0,9,2,2.67,0.45,0.34,0.39
u6274408926444361161,0,2255,0,1425,3.58,16,2,0.3,1.02,0.28,0.38
u6328267086979270015,0,2686,113,1540,2.32,25,2,0.49,0.72,0.12,0.2
u6503500125133963876,1,590,23555,6189,143.3,13,3,0.9,0.73,0.62,0.33
u4638594625950360981,0,642,2408,0,3.57,15,2,-0.18,0.69,0.16,1.16
u9010918701655119133,0,1812,85,2288,1.78,8,1,-0.82,0.67,0.42,0.9
u6083695014295095593,0,2839,2003,759,4.36,21,1,0.48,1.14,0.24,0.88
u6357463660707178005,1,218,16436,7743,85.67,9,3,-0.66,0.43,0.78,0.11
u1199473668719125059,0,1159,3168,799,5.38,33,0,0.35,0.7,0.42,0.29
u6742735588736939204,1,509,98,2244,143.38,7,1,-0.45,0.72,0.34,0.36
u9949248852633832791,1,83,0,560,143.91,15,1,1.96,0.91,0.78,0.66
u7042392257173207485,0,1656,1915,904,3.14,10,1,0.69,0.43,0.42,0.55
u2132377127735624952,0,1421,3238,1927,1.29,13,0,-0.14,0.84,0.34,0.65
u8053332583897417708,0,996,2882,0,6.92,11,1,0.75,1.01,0.35,0.56
u4303586158966799644,1,796,63,454,188.3,41,3,0.95,0.79,0.84,0.14
u9293239204620682242,0,2073,2892,86,0.0,11,1,-0.12,0.0,0.6,0.74
u2865394758640161579,0,1273,4013,441,7.73,10,0,0.5,0.95,0.11,0.85
u2716429710830133461,1,344,198,5247,100.99,53,4,0.65,0.67,0.86,0.3
u9551551127731046976,0,2088,0,0,8.67,25,3,-1.0,0.63,0.17,0.0
u4096172153517743364,1,1050,15511,5479,9.51,32,6,-0.35,0.61,0.91,0.32
u8317871799134686922,1,148,16611,2393,141.61,7,8,-0.02,0.97,0.75,0.52
u5772601142144357914,1,1707,230,4211,19.45,7,1,0.11,1.18,0.47,0.71
u2215989482741392520,1,1092,10451,7354,34.55,1,1,-1.75,0.66,0.86,0.72
u3950624477036494705,0,1594,2853,2527,6.55,17,3,0.13,0.97,0.26,0.37
u6963659710846026417,1,6,132,1269,214.09,40,5,-0.09,1.07,0.76,0.6
u6886981083397923526,0,1731,3332,1719,6.1,19,3,-0.23,0.3,0.4,0.3
u3319052039811157448,0,945,3283,0,2.49,27,0,1.01,0.54,0.29,0.86
u9013009555721708462,0,1314,5105,3374,9.9,6,3,0.58,0.35,0.13,0.0
u7194216885155275065,1,972,4738,3915,57.03,15,9,-0.17,1.19,0.48,0.55
u2663909453908118372,0,1164,3225,1718,0.0,21,0,0.7,0.39,0.23,0.38
u5866026023995475437,1,792,85,5280,227.37,22,5,-0.66,0.56,0.86,0.28
u9012415894606550960,0,1094,2276,1781,4.69,19,1,-0.48,0.76,0.24,0.94
u7392903249338816498,0,2029,3086,1094,4.0,9,4,-0.9,0.04,0.35,1.21
u3448322733537296287,0,801,1142,2069,5.27,12,0,0.29,0.58,0.14,0.36
u1525928704821475114,1,1128,13527,8879,150.86,6,1,-0.36,1.12,0.72,0.59
u5903990952079647487,0,2445,2702,2535,2.04,10,1,1.27,0.66,0.18,0.6
