id,label,account_age_days,followers_count,following_count,post_frequency_per_day,avg_word_count_per_post,avg_hashtags_per_post,avg_sentiment_score,reply_to_post_ratio,urls_per_post_ratio,bio_complexity_score
u7830401969991132760,1,131,20,0,162.6,25,4,1.01,0.68,0.63,0.6
u3748416066157339855,1,346,0,3791,51.51,50,0,-1.22,1.14,0.72,0.52
u6331452145643387950,0,1122,4023,1219,2.0,35,0,-0.12,0.46,0.11,0.4
u8984615740138364339,1,1458,179,3438,164.1,4,2,0.76,1.15,0.75,0.5
u5736548645072795062,1,2029,15245,1218,121.58,25,2,0.41,1.39,0.8,0.29
u1131736706230600404,0,1966,2362,129,7.56,11,2,-0.04,0.8,0.59,0.03
u2931878239741058507,1,824,25763,8551,160.5,5,2,-0.49,0.98,0.62,0.69
u8629699926628379954,1,1046,0,4482,124.46,10,2,0.43,1.02,0.9,0.21
u5605135827802868786,0,1476,3598,2119,5.21,14,0,1.22,0.29,0.14,0.79
u2602381776919675871,0,2480,4765,371,0.33,12,4,-0.6,0.68,0.25,0.35
u6630453197203911525,1,1690,36810,0,59.14,26,2,0.23,0.96,0.82,0.37
u9654194688370056454,1,625,0,6265,308.48,53,0,0.81,0.6,0.76,0.25
u4756772919385158153,0,3739,2724,520,9.69,24,0,0.79,1.17,0.21,0.47
u6019625424317328398,0,1672,4040,1161,12.36,30,1,-0.21,0.89,0.35,0.17
u2692371791158427301,1,0,16241,6549,379.1,47,0,1.23,1.11,0.58,0.17
u1098709403396489815,0,2149,6456,2356,7.16,23,2,0.1,0.44,0.09,0.6
u6991070727111087384,1,562,11397,4102,155.84,9,5,-1.95,0.65,0.9,0.37
u4492743917696058949,1,1094,0,1875,131.97,35,7,-0.76,0.82,0.93,0.38
u2844961222210431003,1,1570,125,2154,30.7,51,0,2.11,0.93,0.53,0.62
u5202476144871762559,0,803,1243,1051,2.9,13,0,0.44,0.18,0.18,0.0
u6432306727021541097,0,1996,4,1185,0.0,20,0,0.72,0.0,0.38,0.64
u4973391851873250162,1,1758,0,1824,153.55,39,8,0.74,1.82,0.7,0.34
u2434895865528661529,0,3656,3473,592,7.14,18,2,0.0,0.35,0.05,0.0
u6562599176100702694,0,2718,0,1107,6.74,10,0,1.03,0.53,0.43,0.28
u6618797374143164823,0,2817,2349,0,0.85,17,0,-0.51,0.44,0.31,1.0
u1206982508032968796,1,84,0,0,35.13,20,5,0.57,0.77,0.89,0.63
u5971953665412440001,1,1027,0,0,77.5,0,5,-0.27,1.08,0.42,0.29
u6513299542447162913,0,2768,261,429,6.38,1,2,0.54,0.72,0.58,0.41
u1179196217278937177,0,1274,3125,977,7.21,19,3,0.51,0.74,0.23,0.74
u2411367118358737590,0,2643,4759,788,5.56,28,1,0.19,0.76,0.09,0.47
u5794348800375958039,1,1987,5679,7424,104.86,42,1,-1.21,0.96,0.78,0.5
u4582054391262489603,1,1594,180,7327,124.26,7,2,-0.41,0.98,0.49,0.71
u4477790898436443856,0,2370,3396,1322,7.75,11,0,-0.59,0.33,0.03,0.8
u2108343754427924537,1,1231,6970,812,84.38,28,6,1.29,0.81,0.71,0.12
u2380187455794138425,0,1207,2784,3059,2.05,24,1,0.09,0.54,0.27,1.0
u9888854330193754807,0,1465,2996,2663,0.0,26,3,0.31,0.51,0.28,0.52
u8900123483283325878,1,241,0,3962,148.25,39,4,0.77,0.79,0.95,0.59
u5534681073270366348,0,3221,6100,1240,2.25,22,1,-0.66,0.62,0.25,0.74
u7691403028465201006,1,0,149,5461,188.44,52,1,0.17,0.7,0.86,0.18
u1390148589522304314,1,304,20010,2821,109.75,43,4,0.51,0.93,0.53,0.18
u7560063155428075566,1,1035,22259,7692,208.93,53,3,0.71,1.64,0.88,0.58
u7099102869373800697,1,450,0,3266,8.79,10,1,-0.17,1.41,0.55,0.12
u8282400340487138301,1,1658,73,0,0.0,30,0,0.49,1.86,0.73,0.53
u5118141294710051598,1,435,22610,4667,137.39,52,5,0.24,1.04,0.4,0.75
u6396200337047135370,1,0,117,2195,84.32,53,2,0.66,0.63,0.7,0.1
u8675369616486873601,0,1796,697,271,11.32,12,2,1.47,0.75,0.37,0.94
u9736753369655858283,0,2451,3408,706,6.45,22,2,0.8,0.21,0.16,0.12
u8455967302425707691,1,547,28170,7329,45.61,6,6,-0.15,1.83,0.62,0.27
u3960716120667823295,1,62,36950,9658,31.07,6,3,0.5,0.05,0.92,0.29
u7199499551711245113,1,0,78,337,86.16,11,0,0.54,1.1,0.86,0.46
u2014308617691867675,1,1944,16,578,22.68,36,4,-0.25,1.19,0.59,0.25
u8265676461448501140,0,1168,1974,991,8.62,31,2,0.28,0.97,0.37,0.42
u9296936722396351275,1,1417,0,2876,161.74,0,2,0.27,0.67,0.7,0.08
u9527668706963491315,1,1725,0,6236,106.26,3,7,0.07,0.1,0.78,0.36
u2134157662922180512,1,656,4508,0,194.18,37,5,-0.24,1.12,0.33,0.69
u4284452257084210690,1,1043,45,2880,287.85,11,5,-0.77,0.26,0.81,0.7
u9883354690625706249,0,2368,1751,727,0.0,21,2,-0.05,0.79,0.45,0.9
u8835293775506028805,0,2609,2767,1326,0.0,20,1,0.8,0.82,0.18,0.22
u5553317058127826809,0,366,3973,0,11.2,18,2,1.1,0.0,0.58,0.86
u4099680515079805655,1,1486,20557,2,119.71,12,3,1.17,0.59,0.42,0.47
u4447074302682268382,1,979,157,4203,116.13,15,13,0.42,0.1,0.68,0.47
u8324989246128364798,0,2574,3863,1116,3.29,9,2,1.78,0.5,0.17,0.94
u1437576945348739776,0,1834,690,414,2.82,14,2,0.03,0.46,0.56,0.48
u4602735340693939685,0,2471,4382,465,4.83,10,0,0.34,0.21,0.37,0.42
u8497016738157019011,0,2022,0,0,4.35,24,1,-0.16,0.55,0.82,0.68
u1321703734356736678,1,638,79,5998,219.7,46,3,-0.92,0.74,0.71,0.33
u3899063897417134647,0,1043,589,1237,6.27,28,0,-0.09,0.52,0.28,0.76
u7789843262505977630,1,588,2824,6940,150.31,18,3,1.54,1.06,0.48,0.22
u5471593978761231392,0,2000,4230,142,7.99,0,0,0.7,0.13,0.35,0.42
u4788088111391876302,1,1593,34521,2075,121.02,8,6,0.74,0.82,0.75,0.42
u5866712510521833257,0,785,2453,0,5.44,18,2,-0.31,0.55,0.16,1.02
u3791483657830092838,0,477,2783,1987,4.7,16,1,-0.4,1.0,0.08,0.66
u9520098329952946915,1,917,55,3303,115.91,8,1,1.17,1.09,0.74,0.42
u3787477543025742820,1,271,11472,5792,0.15,32,0,1.01,1.11,0.83,0.53
u7883787601345904355,0,2141,0,0,4.46,7,1,0.8,0.68,0.27,0.25
u8751810923615909953,0,2223,3235,1417,0.0,24,0,0.52,0.21,0.41,0.36
u5626833167404448341,1,561,291,4053,26.15,6,2,0.7,0.44,0.92,0.33
u2979807557851294446,1,1179,354,7886,187.95,37,5,-0.05,0.82,0.91,0.35
u7478905808401018491,0,1087,0,817,6.22,10,1,0.07,0.93,0.16,0.54
u8764491225598851714,1,1079,17940,5903,247.04,43,5,0.77,0.59,0.89,0.46
u8925655505012678933,1,254,25562,6549,88.29,4,8,0.79,1.07,0.67,0.5
u5598083624031903757,0,2691,2942,92,0.0,16,0,-0.38,0.88,0.46,0.73
u7608710079076560128,1,219,84,5091,197.15,3,3,1.76,1.61,0.42,0.81
u5839658460804410882,1,1658,129,6136,0.0,50,4,1.34,0.88,0.62,0.4
u7877102904308080695,0,3703,975,2525,0.0,17,2,0.81,0.0,0.52,0.37
u1916454504728049996,0,2408,1064,0,1.11,14,0,0.21,0.91,0.25,0.57
u3698046243184302631,0,3088,5345,942,0.0,13,0,-1.0,0.13,0.17,1.14
u7030618932606580317,0,1554,559,2020,11.68,3,0,1.02,0.81,0.17,0.47
u6817567555527080838,1,741,227,8280,0.0,33,3,-1.39,0.96,0.61,0.29
u1895505068400626187,1,5,11117,1981,141.81,38,5,0.32,1.38,0.73,0.07
u2446787526914074720,0,3175,3524,1632,3.57,9,0,-0.43,0.73,0.42,0.72
u3032066086778741133,1,1080,62,7442,189.97,36,8,-0.15,1.54,0.45,0.21
u2788608641741165201,0,2993,1561,2059,1.54,23,1,-0.34,0.58,0.1,0.13
u9783051709356705367,1,0,15939,3122,161.06,31,7,-0.56,0.21,0.74,0.42
u6106506587122680317,1,481,318,743,142.24,54,0,0.2,0.47,0.9,0.45
u9075512772962861980,1,633,18889,6743,102.82,34,0,-0.34,0.86,0.35,0.31
u6644580086528319910,0,2350,1223,1436,1.71,0,2,-0.31,0.43,0.73,0.94
u3405195835492480322,0,2437,4422,1087,4.71,22,0,0.54,0.74,0.37,0.0
u9359854696952315364,0,2102,1575,916,9.74,17,2,0.57,1.06,0.19,0.65
u5125329397336128463,0,2924,3158,376,5.82,28,2,-0.76,0.62,0.14,0.08
u5755401515491058478,1,176,13687,4417,0.0,9,4,2.06,0.54,0.82,0.34
u5829529227652525807,0,1944,3958,313,14.36,28,3,-0.16,0.64,0.19,0.91
u9978826744528241110,1,608,0,7828,0.0,5,5,-0.02,0.84,0.91,0.11
u7812699149843685312,0,1781,4849,2116,6.37,30,1,-1.08,0.48,0.49,0.19
u5294221998309185047,1,78,5080,41,64.43,8,0,-0.02,0.84,0.62,0.49
u2502680131652199918,0,2041,2666,1731,0.0,24,0,0.25,0.37,0.49,0.25
u8390024983161608892,1,0,265,3007,119.25,4,1,0.16,0.79,0.79,0.35
u7578996735282586712,1,573,186,7061,116.4,39,5,-0.43,1.36,0.81,0.3
u8577968632597549371,1,537,11059,4656,57.47,25,6,-0.98,1.02,0.87,0.17
u8366027044246161491,1,1439,11371,2869,169.52,4,3,-0.78,0.64,0.71,0.17
u3217014081740995826,0,1527,1077,2317,5.64,15,1,0.39,0.06,0.53,0.64
u9863572551117979402,1,1773,22359,4233,103.07,32,2,1.01,0.19,0.5,0.47
u1128184668756719095,1,1094,12708,4609,262.83,34,0,0.84,1.27,1.0,0.31
u5526687319012181169,1,1445,112,888,45.42,35,7,0.89,0.21,0.66,0.79
u7100949026644216988,0,2586,3158,1385,3.45,19,1,0.59,0.54,0.17,0.63
u4941986354065071637,1,1677,9584,3071,0.0,41,1,0.54,1.09,0.69,0.43
u8027949230828807193,0,3482,2458,1041,0.0,8,1,0.22,0.42,0.26,0.95
u3814755813485315544,1,1105,0,5491,64.06,31,1,-1.14,1.03,0.87,0.62
u1196065126345431540,1,839,11482,3417,0.0,41,4,0.69,0.75,0.9,0.64
u1748851494244589843,0,2461,4058,462,6.93,3,0,0.96,0.59,0.17,0.83
u3569543228976305161,1,1830,0,4945,0.0,10,1,0.32,1.19,0.93,0.79
u9486740311408183929,0,1875,0,1141,5.75,28,1,0.23,0.84,0.31,0.33
u4285179981427081109,0,2083,3077,1255,8.23,21,3,0.41,0.83,0.29,0.73
u2357899618421374685,0,2606,1681,1674,3.17,25,1,0.39,0.61,0.18,0.92
u8840522370631534979,1,469,31898,2824,83.77,27,3,0.1,0.07,0.77,0.42
u1560476490693009139,0,2024,6684,2551,3.84,12,0,0.52,0.11,0.11,0.48
u6667294207039808110,0,3334,6300,709,0.05,9,2,-0.14,0.08,0.14,0.38
u7215219988390852916,0,1703,0,1986,8.11,22,1,0.45,0.0,0.21,1.08
u5364824871014507934,0,1969,2703,1230,9.08,23,0,0.18,0.57,0.25,0.46
u2493626276814954094,1,675,27092,3554,197.94,6,1,-1.19,1.79,0.92,0.85
u1351649346396622013,0,2325,3797,156,3.73,29,1,0.97,0.15,0.43,0.59
u9386384142136460881,1,86,0,2975,207.17,47,4,1.23,0.89,0.86,0.66
u3468310310670949426,0,2878,3577,2048,11.73,11,1,-0.08,0.48,0.45,0.79
u2414102230459514492,1,87,23810,10849,107.28,11,5,0.43,0.69,0.64,0.06
u4241092085515655159,0,1705,4919,796,6.26,19,0,-0.42,0.74,0.12,0.81
u9184642917859533289,0,2878,1714,396,0.0,13,2,-0.89,0.9,0.21,0.32
u6973349526947053159,1,1012,74,2480,145.95,7,3,-0.07,0.83,0.38,0.72
u5836826776194569159,0,1797,3459,2990,8.79,6,0,0.9,0.45,0.13,0.55
u9970878741423490709,0,1678,2979,772,11.38,27,2,0.93,0.67,0.24,1.08
u7270992599272850141,1,591,7568,3777,25.81,2,6,0.46,1.06,0.72,0.12
u9311785889418986636,0,2772,4941,1061,1.56,21,2,0.85,0.72,0.06,0.74
u3701075136820749966,0,3298,1976,3231,1.73,29,1,0.66,0.98,0.71,0.38
u3735327920114586858,0,2575,4732,1719,5.23,10,2,-0.05,0.61,0.21,0.0
u1388795328510569707,0,998,2906,2767,8.91,12,3,0.24,1.16,0.41,0.47
u8143432343624476745,1,1571,272,1588,0.0,16,3,-0.4,0.91,0.67,0.83
u5780178004532523130,0,2392,6891,486,1.33,3,4,-0.25,0.71,0.63,0.64
u2291144648933559086,1,0,0,4357,110.91,10,1,-0.92,0.39,0.75,0.5
u2344411809597171577,0,1752,1516,1081,1.8,19,0,0.12,0.16,0.14,0.29
u9187462095018248885,1,498,348,2031,23.34,7,3,-0.41,0.13,0.97,0.33
u8302011242125964401,1,719,12700,2127,73.63,31,8,0.55,0.89,0.52,0.33
u6837040102196638624,0,2028,3109,2143,0.74,21,3,-1.34,0.74,0.13,0.53
u5798126055045977390,1,506,170,5973,0.0,34,9,0.58,0.75,0.71,0.45
u3253937262899149269,1,573,0,5175,0.0,6,0,0.0,1.07,0.7,0.25
u7423674288126905297,0,1420,3944,2550,7.05,24,3,-0.32,0.92,0.38,0.54
u9695782279004592251,1,312,158,3686,155.22,38,1,-0.7,0.1,0.84,0.72
u6338541082157946041,1,919,913,0,163.05,47,4,-0.23,0.92,0.67,0.31
u7036987519404210357,0,2060,3363,196,0.0,23,1,0.17,0.43,0.28,0.35
u6875353749382055956,0,965,3152,918,1.46,21,0,-0.17,0.57,0.18,0.17
u3509707050524249929,1,1149,15830,4484,86.11,9,0,0.68,1.27,0.66,0.33
u5201013410213302819,0,2381,5165,128,10.68,14,2,-0.01,0.75,0.63,1.03
u7422350095004965530,1,1225,0,2323,187.53,38,3,0.82,0.75,0.48,0.9
u3385381882115918505,0,2008,1721,0,3.09,8,2,0.59,0.92,0.23,0.4
u4928239417138086364,1,655,10811,2604,238.46,54,7,1.77,0.89,0.9,0.69
u9979390245007572413,0,1135,0,1286,11.79,16,2,0.37,0.71,0.29,0.65
u3451613565046141704,1,2047,110,263,230.92,10,3,-0.06,0.59,0.38,0.21
u3915719030460635977,1,1889,45646,2481,0.0,39,0,-0.99,0.13,0.57,0.31
u1799209222412643612,0,1262,0,1456,0.06,28,0,0.34,0.2,0.28,0.78
u5003770908423448878,0,918,3051,1656,7.78,11,0,0.66,0.29,0.21,0.8
u3689824504033525668,1,0,27,4833,99.69,7,2,-0.37,0.88,0.72,0.53
u8730630362397422224,0,1239,1980,466,4.57,13,0,0.37,0.24,0.05,0.78
u3465188511467190322,1,1312,0,11730,83.49,0,1,-0.17,0.81,0.82,0.25
u8269207003281297650,1,2549,9159,6612,19.05,6,5,-0.07,0.65,0.7,0.53
u1649896059861756637,1,906,6141,3379,138.06,37,6,0.47,1.55,0.39,0.17
u8277292969131656921,1,872,16519,4662,315.33,7,0,-0.32,0.78,0.8,0.08
u7876970747774040093,0,2543,4972,1407,5.62,25,0,0.04,0.9,0.5,0.23
u1513602527590350759,1,281,21442,869,131.33,59,4,1.21,0.78,0.84,0.58
u8778363975721680015,0,1630,5963,2343,6.03,14,2,-0.03,0.13,0.23,0.28
u1726108458422620047,0,2592,5092,1561,7.97,15,0,0.19,0.29,0.15,1.11
u7568991448301198374,0,1769,2912,368,5.48,32,3,0.04,0.85,0.1,0.63
u1039199319198171262,1,1599,29326,3687,99.82,42,6,0.35,0.88,0.9,0.22
u1663966133242495361,1,554,0,2567,160.6,33,6,0.36,0.46,0.74,0.26
u3868411756088666665,1,1383,116,5147,22.13,68,0,0.98,1.09,0.48,0.3
u8458983621804028187,0,2439,1938,0,2.88,14,1,0.91,0.01,0.13,0.98
u9457921070247456444,1,191,0,2417,133.12,3,9,-1.52,1.52,0.72,0.04
u6110472000486124525,1,1357,11984,5420,88.14,35,7,0.58,0.55,0.76,0.67
u7506348089038496634,0,1771,0,295,7.43,21,0,0.2,0.57,0.56,0.43
u5395816438014437701,1,664,0,6521,149.77,37,6,-0.42,1.23,0.77,0.26
u2390143257783069192,0,1355,2939,1028,8.57,11,2,-0.74,0.58,0.32,1.1
u9552416582148195354,0,2053,4522,324,0.0,25,3,-0.47,0.21,0.35,0.98
u5375760053315483183,1,868,18907,3513,105.75,35,1,-1.36,0.52,0.85,0.37
u7685293779079169854,0,1311,3814,337,4.75,12,0,0.12,0.0,0.64,0.14
u9095036366131910597,0,0,3254,535,3.12,28,1,-0.47,0.18,0.48,0.73
u2375087458798473139,1,893,133,5374,0.0,48,8,-0.57,1.1,0.67,0.73
u9386974128603989074,1,1433,39772,1930,37.44,10,5,-0.44,0.67,0.69,0.41
u2109052775600900400,1,0,25685,7009,115.89,10,6,-1.85,1.52,0.3,0.18
u8639630814272934015,0,2181,2477,1595,4.96,16,2,0.04,1.14,0.15,0.77
u9338493395414951319,1,0,80,7437,134.38,8,3,-0.1,1.82,0.33,0.28
u9666347757613543051,0,1407,3380,1850,7.0,8,0,0.29,0.14,0.18,0.43
u3883251573740259453,1,1610,19228,4250,118.88,40,3,0.21,1.03,0.92,0.8
u4168155477571337400,1,980,73,4856,94.53,7,9,0.66,1.15,0.61,0.71
u3980920982266669995,0,1277,2784,0,0.0,13,2,-0.54,0.53,0.25,0.78
u7405100791307347350,0,1875,2209,0,5.1,25,0,-1.04,0.3,0.43,0.49
u4155705328478931720,0,2426,6622,182,0.0,15,0,-0.29,0.55,0.56,0.49
u8370518892211307203,0,2643,3335,2417,5.98,24,0,0.19,0.94,0.12,0.1
u5643337639224760159,1,152,11776,4809,146.82,7,0,1.13,0.9,0.61,0.17
u6673765991958731100,1,1282,64,1818,14.78,52,1,-0.03,0.79,0.41,0.47
u2428896830862248314,1,651,0,3176,101.04,9,3,-1.85,0.7,0.57,0.59
u6009923793980417315,1,131,165,2055,0.0,6,5,-0.72,0.77,0.74,0.21
u8491002366535443478,0,1436,3429,1008,7.14,24,1,-0.43,0.54,0.14,0.79
u7944334554054475208,0,2609,3360,2072,7.73,24,3,-0.07,0.55,0.36,0.45
u8826507341376150696,1,0,15201,0,0.0,6,1,-0.09,0.81,0.53,0.13
u6572249338027490479,1,627,14512,6137,131.81,34,3,-0.49,1.28,0.74,0.17
u9157881566237039465,0,1989,3110,662,3.12,7,1,0.69,0.37,0.52,0.45
u6021249255619966033,0,2238,6375,388,0.0,19,2,0.02,0.89,0.63,0.25
u3868932012350317908,0,2002,0,379,2.14,33,5,-0.91,1.14,0.19,0.48
u8088882948757557732,0,2123,3393,119,9.26,26,0,0.27,0.92,0.2,0.49
u2304844543625247955,1,0,12924,47,210.74,38,4,0.29,0.19,0.82,0.39
u5829991984747500685,1,392,19696,4340,92.89,9,4,-0.49,1.23,0.97,0.37
u2527245961172043689,0,1074,1289,1797,0.89,20,2,-0.57,0.33,0.29,0.47
u8130227683614255083,0,1921,2059,53,8.99,7,3,0.9,0.37,0.37,0.14
u2029248472455201313,0,1699,0,416,12.13,13,1,-0.22,0.96,0.6,0.54
u2557063215741951455,0,3152,308,186,2.91,4,0,0.05,0.97,0.33,0.99
u6594473411213718943,0,1601,2355,652,5.64,9,3,0.44,0.68,0.41,0.19
u4639639833494132210,0,777,861,409,4.55,17,2,-0.54,0.0,0.51,0.62
u7402031508202093055,1,155,0,2873,141.86,37,7,0.46,1.29,0.8,0.67
u5397584250120179648,0,3647,1372,2076,11.34,26,3,0.88,0.36,0.1,0.41
u1725191607239275709,1,1327,33295,7228,120.19,32,5,0.68,0.38,0.8,0.36
u5016269559485318345,0,3312,1562,311,6.96,4,1,-0.26,0.13,0.27,0.42
u6997795799118345123,1,2722,22860,5771,139.39,3,0,0.66,0.31,0.78,0.17
u4134301868875365339,1,872,364,4616,122.24,36,4,0.23,0.87,0.82,0.3
u1652317611040795352,0,1483,1825,51,10.23,23,0,0.45,0.63,0.22,0.72
u5873393849711591173,0,2213,3594,1917,1.31,18,1,0.56,0.66,0.12,0.64
u4058848990647202529,0,1333,1295,2775,5.07,22,1,1.56,0.74,0.26,0.69
u5641989977604324626,1,195,141,89,32.12,5,9,-0.5,0.58,0.73,0.4
u6702306440684399539,1,1025,134,0,0.0,37,6,-0.89,1.49,0.74,0.51
u6038140873500845754,1,779,62,5205,198.32,5,2,-0.99,0.69,0.89,0.18
u3621060096534013296,0,1659,3778,0,4.84,22,2,0.25,0.13,0.5,0.67
u8639128221698389946,1,1562,278,4967,77.64,31,2,0.09,0.69,0.52,0.3
u5105271757244470799,0,1390,0,1018,7.23,12,1,0.64,0.65,0.64,0.53
u8422270873879905576,0,1302,4985,905,4.83,32,2,0.82,0.56,0.07,0.21
u8844338741172107802,0,1196,0,533,6.57,27,2,1.0,0.72,0.22,0.08
u8991795244871804547,0,2341,1992,1216,3.36,7,0,0.17,0.75,0.22,0.94
u8576939266752932342,1,1253,7996,5921,100.19,13,1,-0.06,0.33,0.96,0.06
u8372328291553313319,1,603,0,5912,42.78,43,5,0.41,0.43,0.87,0.37
u9575816233638154546,0,2481,818,258,0.0,20,0,-0.27,0.0,0.13,0.49
u3742823123284032768,0,165,3415,1491,7.08,23,0,0.01,0.55,0.31,0.76
u7469796084980686652,1,0,245,0,157.12,9,5,-0.19,1.03,0.63,0.71
u8944396340491290098,0,1713,950,769,3.49,12,0,-0.29,0.3,0.55,0.51
u6341348606489125249,1,503,187,1935,93.16,47,2,-0.19,0.39,0.87,0.09
u5835343734050508805,0,2150,980,2073,9.63,12,2,1.21,0.78,0.3,0.75
u5492031434351980161,1,1174,71,0,0.0,11,6,1.74,0.52,0.68,0.15
u8540222683059733372,1,315,25700,4622,150.19,5,5,0.7,0.32,0.7,0.16
u1609655168590717458,0,2520,2818,1148,0.07,12,0,-0.41,0.47,0.64,0.31
u3118221678004585892,0,2291,2093,0,1.91,17,0,0.54,0.41,0.42,0.78
u8035204066528680918,0,2005,3685,1011,4.43,31,4,0.04,0.25,0.14,0.2
u2068830221046103205,1,522,21476,2033,23.9,0,5,-0.16,0.89,0.9,0.41
u6274408926444361161,0,3408,5266,2059,0.0,21,4,0.46,0.73,0.47,0.35
u6328267086979270015,0,2425,3091,880,5.18,3,0,0.59,0.8,0.49,0.52
u6503500125133963876,1,189,17760,3113,122.67,4,7,-1.57,0.71,0.88,0.11
u4638594625950360981,0,808,1873,86,9.28,22,0,-0.21,1.07,0.36,0.74
u9010918701655119133,0,1946,2211,1358,0.39,20,0,0.39,0.42,0.12,0.57
u6083695014295095593,0,824,2975,0,0.0,16,0,-0.01,0.57,0.5,0.17
u6357463660707178005,1,989,0,5586,0.0,2,10,-0.72,0.42,0.72,0.35
u1199473668719125059,0,1761,3704,26,0.0,15,2,-0.75,0.44,0.0,0.55
u6742735588736939204,1,1195,268,7223,67.31,31,1,0.5,0.67,0.37,0.14
u9949248852633832791,1,0,309,5260,184.55,44,0,0.72,1.3,0.48,0.22
u7042392257173207485,0,2547,2093,0,5.23,18,1,0.34,0.55,0.52,0.8
u2132377127735624952,0,3257,3880,865,9.99,5,0,0.43,0.78,0.35,0.89
u8053332583897417708,0,1494,3959,2237,0.0,25,0,-0.15,0.08,0.05,1.02
u4303586158966799644,1,1520,23893,870,133.31,43,7,-0.64,0.97,0.89,0.38
u9293239204620682242,0,3731,0,0,3.48,18,0,-0.18,0.0,0.29,0.43
u2865394758640161579,0,3391,1866,1692,3.86,29,3,0.06,0.55,0.2,0.79
u2716429710830133461,1,557,12871,3424,50.84,48,6,2.04,0.49,0.8,0.24
u9551551127731046976,0,652,2513,2046,0.58,16,0,1.19,0.16,0.05,1.09
u4096172153517743364,1,705,6882,7794,87.15,6,3,0.45,0.8,0.55,0.69
u8317871799134686922,1,1990,0,5404,158.31,8,2,1.55,0.72,0.6,0.25
u5772601142144357914,1,768,9841,1977,49.66,4,4,-1.02,0.59,0.95,0.07
u2215989482741392520,1,751,0,4004,74.19,6,9,0.28,1.18,0.82,0.72
u3950624477036494705,0,2874,1432,606,10.29,6,0,-0.03,0.48,0.52,0.45
u6963659710846026417,1,0,20094,6949,100.6,33,5,-1.53,1.01,0.34,0.34
u6886981083397923526,0,666,3609,439,4.52,20,1,0.63,0.85,0.48,0.46
u3319052039811157448,0,1529,4064,0,3.88,32,2,0.58,0.43,0.59,0.91
u9013009555721708462,0,2546,2411,534,10.99,30,0,0.92,0.18,0.45,0.17
u7194216885155275065,1,0,22862,0,151.25,4,4,-0.07,1.41,0.78,0.45
u2663909453908118372,0,2807,2678,1482,8.42,19,3,-0.56,0.59,0.1,0.84
u5866026023995475437,1,684,154,2622,0.0,3,0,0.32,0.58,0.54,0.03
u9012415894606550960,0,1041,2496,0,6.58,21,1,-0.29,0.76,0.43,0.6
u7392903249338816498,0,2050,0,1710,9.55,16,3,1.49,0.76,0.37,0.47
u3448322733537296287,0,2241,1847,2045,5.11,9,0,-0.16,0.58,0.48,1.18
u1525928704821475114,1,517,0,6936,98.65,7,0,-0.74,0.0,0.75,0.35
u5903990952079647487,0,2727,2583,2304,1.96,21,3,0.08,0.0,0.3,0.0
